n,time_seconds,ops_count,note
1,2.00001522898674e-07,0,
10,1.500127837061882e-06,10,
100,1.2400094419717789e-05,100,
1000,0.00018660002388060093,1000,
10000,0.0021816000808030367,10000,
100000,0.020801600068807602,100000,
1000000,0.2619827000889927,1000000,
